Date,BNDX,EMB,MUB,VDE,VEA,VHT,VNQ,VTI,VWO
2013-12-31,42.73405838012695,77.51734161376953,87.42383575439453,103.67835998535156,33.862998962402344,92.5925521850586,48.31256103515625,84.05098724365234,34.06007766723633
2014-01-02,42.751243591308594,77.53168487548828,87.70193481445312,102.194091796875,33.294288635253906,92.1163330078125,48.32004165649414,83.31492614746094,32.86790466308594
2014-01-03,42.716835021972656,77.60331726074219,87.71036529541016,101.94808197021484,33.30241012573242,92.32697296142578,48.589454650878906,83.29742431640625,32.82650375366211
2014-01-06,42.82017517089844,77.91154479980469,87.76094055175781,101.92347717285156,33.2374153137207,91.95148468017578,48.83640670776367,83.0783462524414,32.511898040771484
2014-01-07,42.92353057861328,78.01183319091797,87.91259765625,102.71891784667969,33.432403564453125,93.02303314208984,49.053428649902344,83.61286926269531,32.64435577392578
2014-01-08,42.82017517089844,77.58181762695312,87.9800033569336,102.05467987060547,33.42427444458008,93.9297103881836,48.81395721435547,83.67418670654297,32.5864143371582
2014-01-09,42.8546142578125,77.63919830322266,88.31712341308594,101.70206451416016,33.38365173339844,94.77230072021484,48.81395721435547,83.74431610107422,32.37943649291992
2014-01-10,42.96658706665039,77.9688491821289,88.8817367553711,101.87427520751953,33.684261322021484,95.37674713134766,49.4799690246582,83.98087310791016,33.00864028930664
2014-01-13,43.00102615356445,78.03336334228516,88.90704345703125,99.89794921875,33.399906158447266,94.62576293945312,49.150699615478516,82.92060089111328,32.594696044921875
2014-01-14,42.98381042480469,78.10497283935547,88.97442626953125,101.13624572753906,33.651756286621094,95.8987808227539,49.50990676879883,83.83192443847656,32.9589729309082
2014-01-15,42.96658706665039,78.1193618774414,88.95758056640625,100.86560821533203,33.81425094604492,95.907958984375,49.88407516479492,84.25252532958984,32.95069122314453
2014-01-16,43.078529357910156,78.19100952148438,89.13453674316406,101.00499725341797,33.75738525390625,96.19186401367188,49.9738655090332,84.19117736816406,32.7685546875
2014-01-17,43.11298751831055,78.23403930664062,89.31993865966797,100.9148178100586,33.6761360168457,96.15522003173828,49.68201446533203,83.86698150634766,32.652645111083984
