Date,BNDX,EMB,MUB,VDE,VEA,VHT,VNQ,VTI,VWO
2013-12-31,42.8007926940918,78.01347351074219,87.70731353759766,101.59727478027344,33.862998962402344,91.6513900756836,48.31256103515625,84.05098724365234,34.06007766723633
2014-01-02,42.81806182861328,78.02790832519531,87.9863510131836,100.14278411865234,33.294288635253906,91.18000793457031,48.32004165649414,83.31492614746094,32.86790466308594
2014-01-03,42.7835693359375,78.0999984741211,87.99475860595703,99.90170288085938,33.30241012573242,91.38850402832031,48.589454650878906,83.29742431640625,32.82650375366211
2014-01-06,42.887088775634766,78.41020202636719,88.04548645019531,99.87760162353516,33.2374153137207,91.01683807373047,48.83640670776367,83.0783462524414,32.511898040771484
2014-01-07,42.9906005859375,78.51111602783203,88.19766998291016,100.65706634521484,33.432403564453125,92.07747650146484,49.053428649902344,83.61286926269531,32.64435577392578
2014-01-08,42.887088775634766,78.07835388183594,88.2652816772461,100.00617980957031,33.42427444458008,92.97496032714844,48.81395721435547,83.67418670654297,32.5864143371582
2014-01-09,42.921566009521484,78.13609313964844,88.60346221923828,99.6606216430664,33.38365173339844,93.80897521972656,48.81395721435547,83.74431610107422,32.37943649291992
2014-01-10,43.033714294433594,78.46788024902344,89.16998291015625,99.8293685913086,33.684261322021484,94.40728759765625,49.4799690246582,83.98087310791016,33.00864028930664
2014-01-13,43.06821060180664,78.53280639648438,89.19532775878906,97.89273834228516,33.399906158447266,93.6639404296875,49.150699615478516,82.92060089111328,32.594696044921875
2014-01-14,43.05097579956055,78.60486602783203,89.262939453125,99.10616302490234,33.651756286621094,94.92402648925781,49.50990676879883,83.83192443847656,32.9589729309082
2014-01-15,43.033714294433594,78.61933898925781,89.2459945678711,98.84098815917969,33.81425094604492,94.9330825805664,49.88407516479492,84.25252532958984,32.95069122314453
2014-01-16,43.145843505859375,78.69146728515625,89.42353820800781,98.97759246826172,33.75738525390625,95.21409606933594,49.9738655090332,84.19117736816406,32.7685546875
2014-01-17,43.18034744262695,78.73474884033203,89.60957336425781,98.8891830444336,33.6761360168457,95.17784881591797,49.68201446533203,83.86698150634766,32.652645111083984
2014-01-21,43.18897247314453,78.56886291503906,89.4912338256836,99.45973205566406,33.81425094604492,95.76710510253906,50.13101577758789,84.14736938476562,32.55329513549805
2014-01-22,43.11996078491211,78.3308334350586,89.39820861816406,99.98206329345703,33.846744537353516,95.80337524414062,50.348045349121094,84.30509185791016,32.96724319458008
2014-01-23,43.22350311279297,77.99901580810547,89.69410705566406,98.82489776611328,33.59488296508789,95.21409606933594,50.22830581665039,83.57779693603516,32.21385192871094
2014-01-24,43.30974197387695,77.57345581054688,89.84630584716797,96.67127990722656,32.6686897277832,92.93869018554688,49.599700927734375,81.77271270751953,31.42734718322754
2014-01-27,43.240745544433594,77.48694610595703,89.65185546875,96.18110656738281,32.51432418823242,92.00494384765625,49.21805191040039,81.24695587158203,31.220369338989258
2014-01-28,43.27523422241211,77.91970825195312,89.74486541748047,97.00879669189453,32.83930587768555,93.28317260742188,49.629634857177734,81.81652069091797,31.42734718322754
2014-01-29,43.318382263183594,77.71774291992188,89.71102142333984,96.48648071289062,32.44933319091797,92.5035629272461,49.3602294921875,80.97531127929688,30.87264633178711
2014-01-30,43.35287094116211,77.56624603271484,89.87165832519531,96.71949005126953,32.61994171142578,94.1443862915039,50.10856246948242,81.92166900634766,31.19552993774414
2014-01-31,43.41324234008789,77.37873840332031,89.9561767578125,95.36947631835938,32.099979400634766,93.3647689819336,50.37797164916992,81.38714599609375,31.187240600585938
2014-02-03,43.472835540771484,77.25637817382812,90.05793762207031,93.64981079101562,31.48251724243164,91.22533416748047,49.57725524902344,79.47691345214844,30.359342575073242
2014-02-04,43.42965316772461,77.7704849243164,89.7612533569336,94.42123413085938,31.807504653930664,92.13187408447266,50.175926208496094,80.08154296875,31.063058853149414
2014-02-05,43.42965316772461,78.00220489501953,89.66806030273438,93.4810562133789,31.83999252319336,91.59701538085938,50.07115936279297,79.95884704589844,30.955427169799805
2014-02-06,43.36920928955078,78.15423583984375,89.75279235839844,94.98375701904297,32.465579986572266,91.96869659423828,50.437843322753906,80.9314956665039,31.568092346191406
2014-02-07,43.43828201293945,78.63945007324219,89.9561767578125,95.98020935058594,32.82305145263672,93.69112396240234,50.819496154785156,81.9742660522461,31.692276000976562
2014-02-10,43.37785339355469,78.50907135009766,90.04096221923828,95.37751770019531,32.676822662353516,94.67019653320312,51.298431396484375,82.07063293457031,31.336267471313477
2014-02-11,43.40373992919922,78.55977630615234,90.14263916015625,96.75164794921875,33.21302795410156,95.82147979736328,51.500484466552734,83.00826263427734,31.998611450195312
2014-02-12,43.33465576171875,78.55255126953125,90.00707244873047,96.72755432128906,33.294288635253906,95.86682891845703,51.5304069519043,83.1221694946289,31.948917388916016
2014-02-13,43.455562591552734,78.54531860351562,89.99855041503906,97.23380279541016,33.35114288330078,96.70990753173828,51.724979400634766,83.63038635253906,31.982040405273438
2014-02-14,43.40373992919922,78.58871459960938,89.8968734741211,98.59187316894531,33.49739456176758,96.90935516357422,51.927032470703125,84.0334701538086,32.371150970458984
2014-02-18,43.455562591552734,78.59599304199219,89.78668212890625,99.09008026123047,33.773624420166016,97.96094512939453,52.181461334228516,84.27881622314453,32.09794616699219
2014-02-19,43.455562591552734,78.48734283447266,89.93923950195312,99.01776123046875,33.51364517211914,97.28104400634766,52.15153121948242,83.71800231933594,31.95720100402832
2014-02-20,43.26557159423828,78.37874603271484,89.93923950195312,99.72492218017578,33.63550567626953,98.30542755126953,52.03926467895508,84.27881622314453,32.12278366088867
2014-02-21,43.4123649597168,78.72631072998047,90.02400207519531,99.14632415771484,33.716758728027344,98.32357025146484,52.16647720336914,84.20870208740234,32.3463134765625
